,show_name,network,genre,time_slot,program_start_time,program_duration,show_premier,show_repeat,rating
158,HEY SISTER,JGN,Comedy,2016-04-13 20:00:00,2016-04-13 20:00:00,1800,0,0,0.0225787840851666
159,HEY SISTER,JGN,Comedy,2016-04-20 20:00:00,2016-04-20 20:00:00,1800,0,1,0.014221301957349325
160,HEY SISTER,JGN,Comedy,2016-04-27 20:00:00,2016-04-27 20:00:00,1800,0,0,0.02403030677492168
161,HEY SISTER,JGN,Comedy,2016-05-04 20:00:00,2016-05-04 20:00:00,1800,0,0,0.02458036478792575
162,HEY SISTER,JGN,Comedy,2016-05-11 20:00:00,2016-05-11 20:00:00,1800,0,0,0.022007078833002056
163,HEY SISTER,JGN,Comedy,2016-05-18 20:00:00,2016-05-18 20:00:00,1800,0,0,0.024444333524239463
164,HEY SISTER,JGN,Comedy,2016-06-15 20:00:00,2016-06-15 20:00:00,1800,0,1,0.012539243876966612
165,HEY SISTER,JGN,Comedy,2016-06-21 20:00:00,2016-06-21 20:00:00,1800,1,1,0.010624091230670756
166,HEY SISTER,JGN,Comedy,2016-06-22 20:00:00,2016-06-22 20:00:00,1800,0,1,0.013424556008489708
167,HEY SISTER,JGN,Comedy,2016-06-28 20:00:00,2016-06-28 20:00:00,1800,0,1,0.010941938213792406
168,HEY SISTER,JGN,Comedy,2016-06-29 20:00:00,2016-06-29 20:00:00,1800,0,1,0.011879987871845837
169,HEY SISTER,JGN,Comedy,2016-07-05 20:00:00,2016-07-05 20:00:00,1800,0,1,0.011955196442408113
170,HEY SISTER,JGN,Comedy,2016-07-06 20:00:00,2016-07-06 20:00:00,1800,0,1,0.012892483913351077
171,HEY SISTER,JGN,Comedy,2016-07-19 20:00:00,2016-07-19 20:00:00,1800,0,1,0.01051130178890274
172,HEY SISTER,JGN,Comedy,2016-08-09 22:00:00,2016-08-09 22:00:00,1800,0,1,0.004025032510191018
173,HEY SISTER,JGN,Comedy,2016-08-16 22:00:00,2016-08-16 22:00:00,1800,0,1,0.0051856138530471975
174,HEY SISTER,JGN,Comedy,2016-08-30 22:00:00,2016-08-30 22:00:00,1800,0,1,0.006388471906387775
175,HEY SISTER,JGN,Comedy,2016-08-31 22:30:00,2016-08-31 22:31:00,1740,0,1,0.008059717041800642
176,HEY SISTER,JGN,Comedy,2016-09-07 22:30:00,2016-09-07 22:31:00,1740,0,1,0.008589932475884245
177,HEY SISTER,JGN,Comedy,2016-09-13 20:00:00,2016-09-13 20:00:00,1800,0,1,0.013299591208936921
178,HEY SISTER,JGN,Comedy,2016-09-13 20:30:00,2016-09-13 20:30:00,1800,0,1,0.012129388338250406
179,HEY SISTER,JGN,Comedy,2016-10-11 20:00:00,2016-10-11 20:00:00,1800,1,0,0.02473860145191766
180,HEY SISTER,JGN,Comedy,2016-10-18 20:00:00,2016-10-18 20:00:00,1800,0,0,0.01995984353764047
181,HEY SISTER,JGN,Comedy,2016-10-25 20:00:00,2016-10-25 20:00:00,1800,0,0,0.018380630225080383
182,HEY SISTER,JGN,Comedy,2016-11-01 20:00:00,2016-11-01 20:00:00,1800,0,0,0.01890825952199424
183,HEY SISTER,JGN,Comedy,2016-11-15 20:00:00,2016-11-15 20:00:00,1800,0,0,0.018315257102131468
184,HEY SISTER,JGN,Comedy,2016-11-22 20:00:00,2016-11-22 20:00:00,1800,0,0,0.02052469287632181
185,HEY SISTER,JGN,Comedy,2016-11-29 20:00:00,2016-11-29 20:00:00,1800,0,0,0.02229714860609275
186,HEY SISTER,JGN,Comedy,2016-12-06 20:00:00,2016-12-06 20:00:00,1800,0,0,0.01909332151025956
187,HEY SISTER,JGN,Comedy,2016-12-13 20:00:00,2016-12-13 20:00:00,1800,0,0,0.022806904398846417
188,HEY SISTER,JGN,Comedy,2016-12-27 20:00:00,2016-12-27 20:00:00,1800,0,1,0.013441599164650115
189,HEY SISTER,JGN,Comedy,2017-01-03 20:00:00,2017-01-03 20:00:00,1800,0,0,0.023473551960751814
190,HEY SISTER,JGN,Comedy,2017-01-10 20:00:00,2017-01-10 20:00:00,1800,0,0,0.02370594888454271
191,HEY SISTER,JGN,Comedy,2017-01-17 20:00:00,2017-01-17 20:00:00,1800,0,0,0.02377901581197998
192,HEY SISTER,JGN,Comedy,2017-01-24 20:00:00,2017-01-24 20:00:00,1800,0,1,0.015870059634700166
193,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-09-02 21:00:00,2015-09-02 21:00:00,1860,0,1,0.013053973649520257
194,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-09-09 21:00:00,2015-09-09 21:00:00,1860,0,1,0.012323646859883956
195,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-09-16 21:00:00,2015-09-16 21:00:00,1860,0,1,0.010555900721929462
196,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-09-23 21:00:00,2015-09-23 21:00:00,1860,1,0,0.031243765096346014
197,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-09-30 21:00:00,2015-09-30 21:00:00,1860,0,0,0.02968162422827012
198,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-10-07 21:00:00,2015-10-07 21:00:00,1860,0,0,0.025830357969642663
199,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-10-14 21:00:00,2015-10-14 21:00:00,1860,0,0,0.027065850914990985
200,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-10-21 21:00:00,2015-10-21 21:00:00,1860,0,0,0.028636274767896906
201,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-10-28 21:00:00,2015-10-28 21:00:00,1860,0,1,0.01981439163287773
202,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-11-11 21:00:00,2015-11-11 21:00:00,1860,0,0,0.02470229185164094
203,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-11-18 21:00:00,2015-11-18 21:00:00,1860,0,0,0.030756193181064862
204,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-11-25 21:00:00,2015-11-25 21:00:00,1860,0,1,0.014644846612539163
205,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-12-02 21:00:00,2015-12-02 21:00:00,1860,0,0,0.02599962265247948
206,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-12-09 21:00:00,2015-12-09 21:00:00,1860,0,0,0.028997513445841155
207,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-12-16 21:00:00,2015-12-16 21:00:00,1860,0,1,0.01592833451535744
208,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-12-17 21:00:00,2015-12-17 21:00:00,1800,0,1,0.009869212579591013
209,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-12-23 21:00:00,2015-12-23 21:00:00,1860,0,1,0.012899377042143171
210,"SLAP, STICK, AND TOYS",JGN,Comedy,2015-12-30 21:00:00,2015-12-30 21:00:00,1860,0,1,0.014397969334027403
211,"SLAP, STICK, AND TOYS",JGN,Comedy,2016-01-06 21:00:00,2016-01-06 21:00:00,1860,0,0,0.02532143216547324
212,"SLAP, STICK, AND TOYS",JGN,Comedy,2016-01-13 21:00:00,2016-01-13 21:00:00,1860,0,0,0.02617828838707504
213,"SLAP, STICK, AND TOYS",JGN,Comedy,2016-01-20 21:00:00,2016-01-20 21:00:00,1860,0,1,0.017557746369432706
214,"SLAP, STICK, AND TOYS",JGN,Comedy,2016-01-27 21:00:00,2016-01-27 21:00:00,1860,0,1,0.01586909281406866
215,"SLAP, STICK, AND TOYS",JGN,Comedy,2016-02-10 21:00:00,2016-02-10 21:00:00,1860,0,0,0.0244432981841458
216,"SLAP, STICK, AND TOYS",JGN,Comedy,2016-02-17 21:00:00,2016-02-17 21:00:00,1860,0,0,0.023012298335204358
217,"SLAP, STICK, AND TOYS",JGN,Comedy,2016-02-24 21:00:00,2016-02-24 21:00:00,1860,0,0,0.028930124528757095
218,"SLAP, STICK, AND TOYS",JGN,Comedy,2016-03-02 21:00:00,2016-03-02 21:00:00,1860,0,0,0.027125447832092444
219,"SLAP, STICK, AND TOYS",JGN,Comedy,2016-03-09 21:00:00,2016-03-09 21:00:00,1860,0,1,0.01665446366607149
